"ID","Authors","Year","Original_cover","N_sample","Organism_1","Response_variable","Tax_func","Min_response","Max_response","Effect_func","Year_field_sample","Year_cover","Land_use_class","Min_land_use","Max_land_use","Min_catch","Max_catch","Mean_catch","Effect_size","Long","Lat","Ecoregion","S_prec","S_temp","Temp","Prec","transition","yi","vi","PCA1"
"67",630,"Li,_F.,_Cai,_Q.,_Ye,_L.","2010","Forest",24,"Macroinvertebrados","Riqueza","Taxonômica","-","-","-","2004","2002","Urban","-","-","-","-","-",-0.25,111.0117668,31.86935789,"Daba_Mountains_evergreen_forests",64.555397,821.6209717,12.7011003,1104.280029,"forurb",-0.255412811882995,0.0476190476190476,-0.440390737083675
"68",977,"Li,_Z.,_Wang,_J.,_Liu,_Z.,_Meng,_X.,_Heino,_J.,_Jiang,_X.,_Xiong,_X.,_Jiang,_X.,_Xie,_Z.","2019","Forest",67,"Macroinvertebrados","Riqueza","Taxonômica","-","-","-","2017","Não_informa","Urban","-","-","-","-","-",-0.24,110.660237,33.73073206,"Qin_Ling_Mountains_deciduous_forests",71.2016983,871.6669922,13.2018003,777.2520142,"forurb",-0.244774112659353,0.015625,-0.970044057032981
"69",339,"Li,_F.,_Chung,_N.,_Bae,_M.-J.,_Kwon,_Y.-S.,_Park,_Y.-S.","2012","Forest",685,"Macroinvertebrados","Riqueza","Taxonômica","-","-","-","2009","Não_informa","Urban","-","-","-","-","-",-0.21,128.2987896,36.62284066,"Central_Korean_deciduous_forests",81.8710022,975.1530151,11.9201002,1159.01001,"forurb",-0.21317134656486,0.00146627565982405,-0.813245227648179
"70",847,"Collier,_K.J.,_Clements,_B.L.","2011","Forest",25,"Macroinvertebrados","Riqueza","Taxonômica","6","22","-","Não_informa","Não_informa","Urban","6","64","-","-","-",-0.1,175.2552104,-37.77737181,"Northland_temperate_kauri_forests",16.6497993,362.2999878,13.8401003,1312.099976,"forurb",-0.100335347731076,0.0454545454545455,1.03650712823653
"71",270,"Collier,_K.J.","1995","Forest",29,"Macroinvertebrados","Riqueza","Taxonômica","6","34","-","1994","1994","Urban","0","7","-","-","-",0,173.8002607,-35.50411765,"Northland_temperate_kauri_forests",20.9514999,293.394989,14.0127001,1645.390015,"forurb",0,0.0384615384615385,1.66095568985899
"72",270,"Collier,_K.J.","1995","Forest",29,"Macroinvertebrados","Riqueza_de_EPT","Taxonômica","1","21","-","1994","1994","Urban","0","7","-","-","-",0,173.8002607,-35.50411765,"Northland_temperate_kauri_forests",20.9514999,293.394989,14.0127001,1645.390015,"forurb",0,0.0384615384615385,1.66095568985899
"73",1815,"Li,_S.,_Yang,_W.,_Wang,_L.,_Chen,_K.,_Xu,_S.,_Wang,_B.","2018","Forest",48,"Macroinvertebrados","Riqueza","Taxonômica","-","-","sim","2013","Não_informa","Urban","-","-","-","-","-",0,108.9359817,34.02380096,"Qin_Ling_Mountains_deciduous_forests",71.3962021,841.3519897,8.5302601,743.6060181,"forurb",0,0.0222222222222222,-1.54389224924812
"74",2070,"Mwaijengo,_G.,_Msigwa,_A.,_Njau,_K.N.,_Brendonck,_L.,_Vanschoenwinkel,_B.","2020","Forest",40,"Macroinvertebrados","Riqueza","Taxonômica","1","19","-","2016","2016","Urban","-","-","-","-","-",0.06,36.78748478,-3.331905468,"Southern_Acacia-Commiphora_bushlands_and_thickets",95.4439011,185.072998,21.3260994,820.2009888,"forurb",0.0600721559210317,0.027027027027027,1.39366992391781
"75",806,"Robinson,_C.T.,_Schuwirth,_N.,_Baumgartner,_S.,_Stamm,_C.","2014","Forest",13,"Macroinvertebrados","Riqueza","Taxonômica","-","-","-","2011","Não_informa","Urban","-","-","25","100","-",0.27,8.179545575,47.01213057,"Western_European_broadleaf_forests",19.5060997,609.1439819,7.2052002,1458.910034,"forurb",0.2768638226551,0.1,-0.0937838147058459
"76",806,"Robinson,_C.T.,_Schuwirth,_N.,_Baumgartner,_S.,_Stamm,_C.","2014","Forest",11,"Macroinvertebrados","Riqueza","Taxonômica","-","-","-","2011","Não_informa","Urban","-","-","0","6.3","-",0.33,8.179545575,47.01213057,"Western_European_broadleaf_forests",19.5060997,609.1439819,7.2052002,1458.910034,"forurb",0.342828254415394,0.125,-0.0983617473477953
"77",1138,"Limburg,_K.E.,_Stainbrook,_K.M.,_Erickson,_J.D.,_Gowdy,_J.M.","2005","Forest",33,"Macroinvertebrados","Riqueza","Taxonômica","-","-","-","2001","1992","Urban","-","-","-","-","-",0.35,-73.81563543,41.54389706,"Northeast_US_Coastal_forests",10.0495996,928.3670044,9.4608402,1241.48999,"forurb",0.365443754271396,0.0333333333333333,-0.763093695395881
